0,0.000108091
0.0001,0.000134725
0.0002,0.000183446
0.0003,0.000257797
0.0004,0.000361323
0.0005,0.000497565
0.0006,0.000670069
0.0007,0.000882376
0.0008,0.00113803
0.0009,0.00144057
0.001,0.00179355
0.0011,0.0022005
0.0012,0.00266498
0.0013,0.00319051
0.0014,0.00378065
0.0015,0.00443893
0.0016,0.0051689
0.0017,0.0059741
0.0018,0.00685808
0.0019,0.00782436
0.002,0.00887651
0.0021,0.010018
0.0022,0.0112525
0.0023,0.0125835
0.0024,0.0140144
0.0025,0.015549
0.0026,0.0171906
0.0027,0.0189429
0.0028,0.0208093
0.0029,0.0227934
0.003,0.0248989
0.0031,0.0271291
0.0032,0.0294876
0.0033,0.031978
0.0034,0.0346038
0.0035,0.0373685
0.0036,0.0402757
0.0037,0.043329
0.0038,0.0465318
0.0039,0.0498876
0.004,0.0534001
0.0041,0.0570727
0.0042,0.0609091
0.0043,0.0649126
0.0044,0.0690869
0.0045,0.0734355
0.0046,0.0779619
0.0047,0.0826696
0.0048,0.0875622
0.0049,0.0926432
0.005,0.0979162
0.0051,0.103385
0.0052,0.109052
0.0053,0.114922
0.0054,0.120998
0.0055,0.127284
0.0056,0.133782
0.0057,0.140498
0.0058,0.147433
0.0059,0.154592
0.006,0.161978
0.0061,0.169596
0.0062,0.177447
0.0063,0.185536
0.0064,0.193866
0.0065,0.202441
0.0066,0.211265
0.0067,0.22034
0.0068,0.229671
0.0069,0.23926
0.007,0.249112
0.0071,0.25923
0.0072,0.269617
0.0073,0.280278
0.0074,0.291214
0.0075,0.302431
0.0076,0.313931
0.0077,0.325718
0.0078,0.337796
0.0079,0.350167
0.008,0.362836
0.0081,0.375806
0.0082,0.389081
0.0083,0.402664
0.0084,0.416558
0.0085,0.430767
0.0086,0.445295
0.0087,0.460144
0.0088,0.47532
0.0089,0.490824
0.009,0.506661
0.0091,0.522834
0.0092,0.539346
0.0093,0.556202
0.0094,0.573404
0.0095,0.590955
0.0096,0.608861
0.0097,0.627123
0.0098,0.645746
0.0099,0.664733
0.01,0.684087
0.0101,0.703813
0.0102,0.723912
0.0103,0.74439
0.0104,0.765249
0.0105,0.786492
0.0106,0.808125
0.0107,0.830149
0.0108,0.852568
0.0109,0.875386
0.011,0.898606
0.0111,0.922232
0.0112,0.946268
0.0113,0.970716
0.0114,0.99558
0.0115,1.02086
0.0116,1.04657
0.0117,1.0727
0.0118,1.09927
0.0119,1.12626
0.012,1.1537
0.0121,1.18157
0.0122,1.20989
0.0123,1.23865
0.0124,1.26787
0.0125,1.29754
0.0126,1.32767
0.0127,1.35826
0.0128,1.38931
0.0129,1.42083
0.013,1.45283
0.0131,1.4853
0.0132,1.51824
0.0133,1.55167
0.0134,1.58558
0.0135,1.61999
0.0136,1.65488
0.0137,1.69027
0.0138,1.72616
0.0139,1.76255
0.014,1.79945
0.0141,1.83686
0.0142,1.87478
0.0143,1.91321
0.0144,1.95217
0.0145,1.99164
0.0146,2.03165
0.0147,2.07218
0.0148,2.11325
0.0149,2.15486
0.015,2.197
0.0151,2.23969
0.0152,2.28292
0.0153,2.32671
0.0154,2.37105
