0,2.29748e-08
0.0001,-1.39787e-09
0.0002,-7.30638e-08
0.0003,-1.91968e-07
0.0004,-3.58057e-07
0.0005,-5.71275e-07
0.0006,-8.31567e-07
0.0007,-1.13888e-06
0.0008,-1.49315e-06
0.0009,-1.89434e-06
0.001,-2.34237e-06
0.0011,-2.8372e-06
0.0012,-3.37878e-06
0.0013,-3.96704e-06
0.0014,-4.60192e-06
0.0015,-5.28338e-06
0.0016,-6.01136e-06
0.0017,-6.7858e-06
0.0018,-7.60663e-06
0.0019,-8.47382e-06
0.002,-9.38729e-06
0.0021,-1.0347e-05
0.0022,-1.13529e-05
0.0023,-1.24049e-05
0.0024,-1.35029e-05
0.0025,-1.4647e-05
0.0026,-1.5837e-05
0.0027,-1.70729e-05
0.0028,-1.83546e-05
0.0029,-1.96821e-05
0.003,-2.10552e-05
0.0031,-2.24741e-05
0.0032,-2.39385e-05
0.0033,-2.54485e-05
0.0034,-2.70039e-05
0.0035,-2.86048e-05
0.0036,-3.0251e-05
0.0037,-3.19425e-05
0.0038,-3.36793e-05
0.0039,-3.54612e-05
0.004,-3.72883e-05
0.0041,-3.91604e-05
0.0042,-4.10775e-05
0.0043,-4.30395e-05
0.0044,-4.50464e-05
0.0045,-4.70982e-05
0.0046,-4.91947e-05
0.0047,-5.13359e-05
0.0048,-5.35217e-05
0.0049,-5.57521e-05
0.005,-5.8027e-05
0.0051,-6.03464e-05
0.0052,-6.27101e-05
0.0053,-6.51182e-05
0.0054,-6.75706e-05
0.0055,-7.00671e-05
0.0056,-7.26078e-05
0.0057,-7.51926e-05
0.0058,-7.78214e-05
0.0059,-8.04942e-05
0.006,-8.32109e-05
0.0061,-8.59714e-05
0.0062,-8.87756e-05
0.0063,-9.16236e-05
0.0064,-9.45152e-05
0.0065,-9.74504e-05
0.0066,-0.000100429
0.0067,-0.000103451
0.0068,-0.000106517
0.0069,-0.000109626
0.007,-0.000112778
0.0071,-0.000115973
0.0072,-0.000119212
0.0073,-0.000122493
0.0074,-0.000125818
0.0075,-0.000129186
0.0076,-0.000132596
0.0077,-0.000136049
0.0078,-0.000139545
0.0079,-0.000143084
0.008,-0.000146665
0.0081,-0.000150289
0.0082,-0.000153956
0.0083,-0.000157664
0.0084,-0.000161416
0.0085,-0.000165209
0.0086,-0.000169045
0.0087,-0.000172923
0.0088,-0.000176843
0.0089,-0.000180805
0.009,-0.000184809
0.0091,-0.000188855
0.0092,-0.000192943
0.0093,-0.000197072
0.0094,-0.000201243
0.0095,-0.000205456
0.0096,-0.000209711
0.0097,-0.000214007
0.0098,-0.000218344
0.0099,-0.000222723
0.01,-0.000227143
0.0101,-0.000231605
0.0102,-0.000236107
0.0103,-0.000240651
0.0104,-0.000245236
0.0105,-0.000249862
0.0106,-0.000254528
0.0107,-0.000259236
0.0108,-0.000263984
0.0109,-0.000268773
0.011,-0.000273603
0.0111,-0.000278473
0.0112,-0.000283384
0.0113,-0.000288335
0.0114,-0.000293327
0.0115,-0.000298358
0.0116,-0.000303431
0.0117,-0.000308543
0.0118,-0.000313695
0.0119,-0.000318888
0.012,-0.00032412
0.0121,-0.000329392
0.0122,-0.000334704
0.0123,-0.000340056
0.0124,-0.000345448
0.0125,-0.000350879
0.0126,-0.00035635
0.0127,-0.00036186
0.0128,-0.00036741
0.0129,-0.000372999
0.013,-0.000378627
0.0131,-0.000384295
0.0132,-0.000390001
0.0133,-0.000395747
0.0134,-0.000401532
0.0135,-0.000407356
0.0136,-0.000413218
0.0137,-0.00041912
0.0138,-0.00042506
0.0139,-0.000431038
0.014,-0.000437056
0.0141,-0.000443112
0.0142,-0.000449206
0.0143,-0.000455339
0.0144,-0.00046151
0.0145,-0.000467719
0.0146,-0.000473966
0.0147,-0.000480252
0.0148,-0.000486575
0.0149,-0.000492937
0.015,-0.000499336
0.0151,-0.000505773
0.0152,-0.000512248
0.0153,-0.000518761
0.0154,-0.000525311
0.0155,-0.000531899
0.0156,-0.000538524
0.0157,-0.000545187
0.0158,-0.000551887
0.0159,-0.000558624
0.016,-0.000565398
0.0161,-0.00057221
0.0162,-0.000579059
0.0163,-0.000585944
0.0164,-0.000592867
0.0165,-0.000599826
0.0166,-0.000606822
0.0167,-0.000613855
0.0168,-0.000620924
0.0169,-0.00062803
0.017,-0.000635172
0.0171,-0.000642351
0.0172,-0.000649566
0.0173,-0.000656817
0.0174,-0.000664105
0.0175,-0.000671428
0.0176,-0.000678788
0.0177,-0.000686184
0.0178,-0.000693615
0.0179,-0.000701083
0.018,-0.000708586
0.0181,-0.000716125
0.0182,-0.000723699
0.0183,-0.000731309
0.0184,-0.000738955
0.0185,-0.000746635
0.0186,-0.000754352
0.0187,-0.000762103
0.0188,-0.00076989
0.0189,-0.000777711
0.019,-0.000785568
0.0191,-0.00079346
0.0192,-0.000801386
0.0193,-0.000809348
0.0194,-0.000817344
0.0195,-0.000825375
0.0196,-0.00083344
0.0197,-0.00084154
0.0198,-0.000849675
0.0199,-0.000857844
0.02,-0.000866047
0.0201,-0.000874284
0.0202,-0.000882556
0.0203,-0.000890861
0.0204,-0.000899201
0.0205,-0.000907575
0.0206,-0.000915982
0.0207,-0.000924423
0.0208,-0.000932899
0.0209,-0.000941407
0.021,-0.00094995
0.0211,-0.000958525
0.0212,-0.000967135
0.0213,-0.000975777
0.0214,-0.000984453
0.0215,-0.000993162
0.0216,-0.0010019
0.0217,-0.00101068
0.0218,-0.00101949
0.0219,-0.00102833
0.022,-0.0010372
0.0221,-0.00104611
0.0222,-0.00105505
